Order Number,Product ID,Customer number,Date,Material Type,Reason for rejection,Order qty,Confirmed Qty,Canceled Qty,Order value $,Confirmed Value,Canceled Value,Class,Fill rate
43-382445,275259659197,24366125,"Thursday, April 03, 2025",Saleable Products,Global Allocation,35,32,3,$2237.52,$2045.73,$191.79,Limited Edition,91%
43-705540,496852403351,37326368,"Friday, August 11, 2023",Saleable Products,OK,43,43,0,$1333.33,$1333.33,$0.0,C,100%
43-520216,790933616150,80993218,"Saturday, May 20, 2023",Saleable Products,Discontinued,14,0,14,$945.5,$0.0,$945.5,C,0%
43-721885,275259659197,11250299,"Thursday, January 30, 2025",Saleable Products,Automatic Closing,39,37,2,$2260.9,$2144.96,$115.94,Limited Edition,94%
43-129942,273665994394,97775215,"Monday, August 28, 2023",Saleable Products,Global Allocation,18,17,1,$1124.14,$1061.68,$62.46,C,94%
43-271993,180092702123,45496015,"Sunday, March 26, 2023",Saleable Products,Automatic Closing,38,36,2,$1240.82,$1175.51,$65.31,Limited Edition,94%
43-637085,894370590668,59597086,"Tuesday, January 30, 2024",Saleable Products,Automatic Closing,22,20,2,$1782.43,$1620.39,$162.04,Limited Edition,90%
43-274467,835339233454,19233013,"Monday, October 28, 2024",Saleable Products,Freshness,38,35,3,$3204.79,$2951.78,$253.01,C,92%
43-415183,424493543665,45496015,"Friday, October 04, 2024",Saleable Products,OK,11,11,0,$213.7,$213.7,$0.0,Set,100%
43-725843,517010168081,45431319,"Wednesday, April 24, 2024",Saleable Products,Automatic Closing,3,1,2,$264.26,$88.09,$176.17,Travel Retail,33%
43-831519,871590378377,75569635,"Sunday, April 21, 2024",Saleable Products,Discontinued,14,0,14,$1117.63,$0.0,$1117.63,Travel Retail,0%
43-649543,648275934229,77898694,"Tuesday, March 11, 2025",Saleable Products,No Inventory,44,0,44,$2630.84,$0.0,$2630.84,Travel Retail,0%
43-308102,198912225902,45594597,"Monday, July 01, 2024",Saleable Products,Freshness,25,24,1,$373.97,$359.02,$14.95,Limited Edition,96%
43-695578,251461507038,84437458,"Tuesday, February 25, 2025",Saleable Products,Global Allocation,14,12,2,$799.32,$685.13,$114.19,C,85%
43-888371,894035742189,77834855,"Sunday, March 19, 2023",Saleable Products,Global Allocation,47,44,3,$2452.12,$2295.6,$156.52,C,93%
43-246327,933251567391,38270233,"Thursday, October 19, 2023",Saleable Products,Discontinued,31,0,31,$933.46,$0.0,$933.46,Set,0%
43-236200,926939990836,19233013,"Wednesday, December 06, 2023",Saleable Products,Discontinued,25,0,25,$2125.45,$0.0,$2125.45,Limited Edition,0%
43-795632,227649528249,24366125,"Sunday, January 21, 2024",Saleable Products,No Inventory,41,0,41,$1592.79,$0.0,$1592.79,Set,0%
43-449330,187525138707,27778019,"Tuesday, October 24, 2023",Saleable Products,OK,19,19,0,$1182.24,$1182.24,$0.0,Limited Edition,100%
43-926874,521179644432,42787299,"Wednesday, March 27, 2024",Saleable Products,Discontinued,12,0,12,$606.6,$0.0,$606.6,C,0%
43-156413,790757033266,77834855,"Tuesday, January 21, 2025",Saleable Products,Global Allocation,7,5,2,$623.44,$445.31,$178.13,Limited Edition,71%
43-194789,397982492151,45594597,"Sunday, October 22, 2023",Saleable Products,OK,49,49,0,$2699.27,$2699.27,$0.0,C,100%
43-424296,517010168081,45594597,"Friday, September 08, 2023",Saleable Products,Discontinued,14,0,14,$490.28,$0.0,$490.28,Travel Retail,0%
43-931377,984901132451,37326368,"Saturday, March 30, 2024",Saleable Products,Discontinued,29,0,29,$2174.8,$0.0,$2174.8,C,0%
43-903023,214832269481,23903144,"Saturday, January 14, 2023",Saleable Products,Global Allocation,47,46,1,$3716.08,$3637.02,$79.06,Set,97%
43-248332,390355792387,84252420,"Wednesday, March 12, 2025",Saleable Products,OK,14,14,0,$1317.66,$1317.66,$0.0,Travel Retail,100%
43-940422,407473554860,82160068,"Monday, January 27, 2025",Saleable Products,Freshness,23,21,2,$1774.67,$1620.35,$154.32,Travel Retail,91%
43-462914,607507949295,82160068,"Tuesday, May 02, 2023",Saleable Products,Freshness,14,13,1,$202.48,$188.02,$14.46,C,92%
43-580995,648275934229,77834855,"Saturday, September 21, 2024",Saleable Products,No Inventory,23,0,23,$1946.19,$0.0,$1946.19,Travel Retail,0%
43-515229,607507949295,97775215,"Monday, October 30, 2023",Saleable Products,OK,8,8,0,$427.27,$427.27,$0.0,Travel Retail,100%
43-273373,850726264460,52436584,"Friday, February 14, 2025",Saleable Products,Discontinued,13,0,13,$301.07,$0.0,$301.07,Set,0%
43-582961,521179644432,92097999,"Thursday, December 28, 2023",Saleable Products,Discontinued,36,0,36,$3530.26,$0.0,$3530.26,Travel Retail,0%
43-100884,251282538206,19233013,"Thursday, July 20, 2023",Saleable Products,OK,44,44,0,$3014.16,$3014.16,$0.0,Limited Edition,100%
43-790601,790757033266,68812137,"Sunday, November 24, 2024",Saleable Products,Freshness,1,0,1,$90.31,$0.0,$90.31,Limited Edition,0%
43-254655,835339233454,99639081,"Saturday, September 21, 2024",Saleable Products,No Inventory,37,0,37,$961.63,$0.0,$961.63,Travel Retail,0%
43-310141,274493552068,95125977,"Tuesday, December 17, 2024",Saleable Products,Automatic Closing,26,23,3,$2076.86,$1837.22,$239.64,C,88%
43-280426,945433611429,97775215,"Monday, April 17, 2023",Saleable Products,Global Allocation,4,1,3,$254.74,$63.69,$191.05,Set,25%
43-415917,754648192232,28024248,"Friday, March 24, 2023",Saleable Products,OK,16,16,0,$716.31,$716.31,$0.0,Set,100%
43-422465,476415064723,97775215,"Sunday, November 17, 2024",Saleable Products,No Inventory,25,0,25,$730.77,$0.0,$730.77,Travel Retail,0%
43-184279,561902006518,23419256,"Sunday, April 07, 2024",Saleable Products,Automatic Closing,19,16,3,$772.68,$650.68,$122.0,C,84%
43-293560,615379416985,46553958,"Saturday, May 25, 2024",Saleable Products,Global Allocation,20,17,3,$1161.36,$987.16,$174.2,Set,85%
43-347656,790933616150,82160068,"Thursday, March 14, 2024",Saleable Products,Automatic Closing,26,23,3,$1975.31,$1747.39,$227.92,Limited Edition,88%
43-999428,790933616150,93370583,"Wednesday, March 06, 2024",Saleable Products,Automatic Closing,32,31,1,$1575.52,$1526.29,$49.23,Travel Retail,96%
43-313198,491257417623,84437458,"Sunday, December 29, 2024",Saleable Products,Global Allocation,3,2,1,$135.99,$90.66,$45.33,Travel Retail,66%
43-557754,835339233454,71367643,"Thursday, March 14, 2024",Saleable Products,Automatic Closing,48,47,1,$516.98,$506.21,$10.77,Travel Retail,97%
43-194546,743806247029,84437458,"Friday, December 15, 2023",Saleable Products,Freshness,7,6,1,$668.06,$572.62,$95.44,Set,85%
43-859309,763595448017,19736572,"Wednesday, March 01, 2023",Saleable Products,No Inventory,32,0,32,$2539.68,$0.0,$2539.68,Travel Retail,0%
43-356620,894370590668,45594597,"Tuesday, December 19, 2023",Saleable Products,OK,5,5,0,$498.15,$498.15,$0.0,Limited Edition,100%
43-261625,342910249529,77898694,"Saturday, July 01, 2023",Saleable Products,No Inventory,21,0,21,$1949.43,$0.0,$1949.43,Set,0%
43-817974,424493543665,92097999,"Tuesday, November 05, 2024",Saleable Products,Freshness,30,28,2,$2630.06,$2454.72,$175.34,Limited Edition,93%
43-682324,213114812281,77898694,"Saturday, April 27, 2024",Saleable Products,Freshness,20,19,1,$304.55,$289.32,$15.23,C,95%
43-986747,422601660137,77898694,"Friday, October 25, 2024",Saleable Products,Global Allocation,29,26,3,$1896.75,$1700.53,$196.22,Limited Edition,89%
43-913284,826046287257,24366125,"Sunday, February 16, 2025",Saleable Products,Global Allocation,24,23,1,$726.77,$696.49,$30.28,Travel Retail,95%
43-492437,397982492151,56020613,"Monday, March 04, 2024",Saleable Products,Global Allocation,1,0,1,$89.34,$0.0,$89.34,Travel Retail,0%
43-105184,754474071330,71510041,"Friday, March 10, 2023",Saleable Products,Automatic Closing,43,41,2,$3602.5,$3434.95,$167.55,Limited Edition,95%
43-600531,561902006518,97775215,"Tuesday, May 09, 2023",Saleable Products,Automatic Closing,25,22,3,$633.39,$557.38,$76.01,Limited Edition,88%
43-267069,517045625552,45594597,"Saturday, January 28, 2023",Saleable Products,OK,27,27,0,$2181.12,$2181.12,$0.0,C,100%
43-461456,198912225902,85563727,"Thursday, March 13, 2025",Saleable Products,Automatic Closing,25,23,2,$2470.56,$2272.92,$197.64,Travel Retail,92%
43-204766,150711229823,50603163,"Monday, August 12, 2024",Saleable Products,OK,21,21,0,$885.7,$885.7,$0.0,C,100%
43-593670,496852403351,68812137,"Tuesday, June 13, 2023",Saleable Products,Freshness,17,15,2,$728.82,$643.08,$85.74,Set,88%
43-676537,858663022120,46553958,"Sunday, July 21, 2024",Saleable Products,OK,28,28,0,$343.33,$343.33,$0.0,C,100%
43-820147,945433611429,30863865,"Thursday, March 30, 2023",Saleable Products,OK,32,32,0,$2413.82,$2413.82,$0.0,Limited Edition,100%
43-513188,835339233454,75569635,"Wednesday, December 18, 2024",Saleable Products,Global Allocation,44,41,3,$3714.52,$3461.26,$253.26,Travel Retail,93%
43-832723,798400899699,31172421,"Friday, October 25, 2024",Saleable Products,Automatic Closing,50,49,1,$709.77,$695.57,$14.2,Travel Retail,98%
43-322813,754648192232,38270233,"Saturday, November 25, 2023",Saleable Products,Discontinued,34,0,34,$3232.57,$0.0,$3232.57,Limited Edition,0%
43-595248,570662212985,97775215,"Friday, May 03, 2024",Saleable Products,Discontinued,22,0,22,$365.47,$0.0,$365.47,Travel Retail,0%
43-800906,929319141080,19832887,"Sunday, July 14, 2024",Saleable Products,Global Allocation,42,40,2,$2570.29,$2447.9,$122.39,C,95%
43-494570,180092702123,77898694,"Sunday, February 26, 2023",Saleable Products,No Inventory,19,0,19,$1775.76,$0.0,$1775.76,Travel Retail,0%
43-971730,684850587137,91178885,"Wednesday, February 21, 2024",Saleable Products,No Inventory,48,0,48,$4490.54,$0.0,$4490.54,Set,0%
43-585998,496852403351,45594597,"Saturday, November 09, 2024",Saleable Products,No Inventory,8,0,8,$175.95,$0.0,$175.95,Limited Edition,0%
43-840529,790757033266,23419256,"Friday, March 17, 2023",Saleable Products,Freshness,2,0,2,$194.84,$0.0,$194.84,Limited Edition,0%
43-354533,336890980656,93370583,"Thursday, March 27, 2025",Saleable Products,Freshness,5,4,1,$171.69,$137.35,$34.34,Limited Edition,80%
43-900122,590573056992,30863865,"Wednesday, January 08, 2025",Saleable Products,Freshness,28,25,3,$1140.94,$1018.7,$122.24,Set,89%
43-200479,605645347792,50181935,"Tuesday, October 01, 2024",Saleable Products,OK,4,4,0,$283.04,$283.04,$0.0,Travel Retail,100%
43-506400,590573056992,43704923,"Friday, March 03, 2023",Saleable Products,Automatic Closing,36,34,2,$723.18,$683.01,$40.17,C,94%
43-234744,101948728483,56843172,"Friday, June 09, 2023",Saleable Products,Freshness,1,0,1,$58.09,$0.0,$58.09,Limited Edition,0%
43-433821,850726264460,85563727,"Tuesday, May 16, 2023",Saleable Products,Discontinued,15,0,15,$1251.57,$0.0,$1251.57,Limited Edition,0%
43-900109,367469214295,77834855,"Saturday, September 09, 2023",Saleable Products,OK,13,13,0,$710.55,$710.55,$0.0,Travel Retail,100%
43-240012,498837994177,27778019,"Sunday, March 12, 2023",Saleable Products,Freshness,31,28,3,$480.36,$433.87,$46.49,C,90%
43-519308,251461507038,92097999,"Friday, November 22, 2024",Saleable Products,Freshness,17,15,2,$1401.73,$1236.82,$164.91,Set,88%
43-910822,476415064723,45431319,"Thursday, April 27, 2023",Saleable Products,No Inventory,6,0,6,$189.76,$0.0,$189.76,C,0%
43-443001,101948728483,84252420,"Monday, February 05, 2024",Saleable Products,No Inventory,24,0,24,$1980.17,$0.0,$1980.17,C,0%
43-396951,851347210313,47816686,"Saturday, May 04, 2024",Saleable Products,Automatic Closing,13,12,1,$1227.65,$1133.22,$94.43,Set,92%
43-959613,198912225902,27778019,"Thursday, October 03, 2024",Saleable Products,Automatic Closing,21,19,2,$1636.6,$1480.73,$155.87,C,90%
43-807526,929319141080,92097999,"Sunday, July 14, 2024",Saleable Products,OK,24,24,0,$311.61,$311.61,$0.0,Set,100%
43-865850,709761138617,93370583,"Wednesday, November 27, 2024",Saleable Products,Discontinued,22,0,22,$1525.9,$0.0,$1525.9,C,0%
43-545217,690821577339,97775215,"Thursday, March 28, 2024",Saleable Products,Global Allocation,29,27,2,$1000.31,$931.32,$68.99,Travel Retail,93%
43-725935,521179644432,85563727,"Wednesday, January 25, 2023",Saleable Products,No Inventory,24,0,24,$669.77,$0.0,$669.77,Set,0%
43-512982,312933106111,42787299,"Wednesday, January 31, 2024",Saleable Products,Discontinued,44,0,44,$3452.9,$0.0,$3452.9,Travel Retail,0%
43-660060,984901132451,31172421,"Sunday, October 06, 2024",Saleable Products,No Inventory,12,0,12,$432.71,$0.0,$432.71,C,0%
43-175137,894370590668,56843172,"Saturday, May 04, 2024",Saleable Products,Automatic Closing,20,18,2,$458.46,$412.61,$45.85,C,90%
43-463716,709761138617,45431319,"Wednesday, October 09, 2024",Saleable Products,Automatic Closing,42,41,1,$1066.0,$1040.62,$25.38,C,97%
43-612029,726820024292,52436584,"Wednesday, March 13, 2024",Saleable Products,Global Allocation,34,33,1,$2412.43,$2341.47,$70.96,Travel Retail,97%
43-802416,917103043320,50264926,"Saturday, July 29, 2023",Saleable Products,Discontinued,15,0,15,$767.56,$0.0,$767.56,Travel Retail,0%
43-876396,615379416985,77898694,"Sunday, December 10, 2023",Saleable Products,Discontinued,4,0,4,$115.11,$0.0,$115.11,C,0%
43-714915,763595448017,99038526,"Saturday, September 09, 2023",Saleable Products,Global Allocation,14,12,2,$240.41,$206.07,$34.34,C,85%
43-128202,406404042870,38609087,"Friday, May 19, 2023",Saleable Products,Automatic Closing,1,0,1,$94.35,$0.0,$94.35,Set,0%
43-332463,615379416985,50181935,"Sunday, June 04, 2023",Saleable Products,OK,33,33,0,$3292.66,$3292.66,$0.0,Limited Edition,100%
43-738081,886833016361,47816686,"Sunday, July 23, 2023",Saleable Products,Discontinued,50,0,50,$2273.77,$0.0,$2273.77,Set,0%
43-286814,397982492151,71367643,"Sunday, December 01, 2024",Saleable Products,Freshness,47,45,2,$1521.97,$1457.21,$64.76,Limited Edition,95%
43-905142,690821577339,47816686,"Sunday, May 12, 2024",Saleable Products,Discontinued,43,0,43,$591.67,$0.0,$591.67,Limited Edition,0%
43-346580,835339233454,85563727,"Sunday, May 07, 2023",Saleable Products,Discontinued,50,0,50,$1882.75,$0.0,$1882.75,C,0%
43-487063,488136971784,92097999,"Saturday, July 06, 2024",Saleable Products,Discontinued,29,0,29,$1810.96,$0.0,$1810.96,Travel Retail,0%
43-479878,488136971784,11250299,"Sunday, December 31, 2023",Saleable Products,Automatic Closing,10,7,3,$571.96,$400.38,$171.58,C,70%
43-456359,496852403351,37326368,"Thursday, August 22, 2024",Saleable Products,Freshness,36,33,3,$1692.59,$1551.54,$141.05,C,91%
43-625814,267974663989,71367643,"Friday, June 09, 2023",Saleable Products,Discontinued,14,0,14,$596.23,$0.0,$596.23,Set,0%
43-963227,187525138707,91178885,"Wednesday, March 15, 2023",Saleable Products,OK,22,22,0,$2156.9,$2156.9,$0.0,Limited Edition,100%
43-101668,714294294451,84252420,"Monday, May 22, 2023",Saleable Products,No Inventory,50,0,50,$2751.22,$0.0,$2751.22,Set,0%
43-740225,273665994394,30863865,"Tuesday, January 23, 2024",Saleable Products,No Inventory,33,0,33,$356.32,$0.0,$356.32,C,0%
43-728275,498837994177,52436584,"Friday, April 18, 2025",Saleable Products,Freshness,28,26,2,$2042.1,$1896.23,$145.87,Limited Edition,92%
43-888198,808302588517,95125977,"Sunday, October 13, 2024",Saleable Products,Global Allocation,7,4,3,$437.44,$249.96,$187.48,Set,57%
43-517522,754474071330,77834855,"Thursday, June 13, 2024",Saleable Products,OK,36,36,0,$872.54,$872.54,$0.0,Set,100%
43-181023,424493543665,84252420,"Tuesday, January 07, 2025",Saleable Products,Global Allocation,36,35,1,$2655.03,$2581.28,$73.75,Set,97%
43-776936,312933106111,68812137,"Thursday, October 19, 2023",Saleable Products,Discontinued,50,0,50,$589.52,$0.0,$589.52,C,0%
43-341249,654818085172,46553958,"Thursday, October 24, 2024",Saleable Products,Automatic Closing,41,39,2,$3086.81,$2936.23,$150.58,Travel Retail,95%
43-244787,700832336208,23903144,"Saturday, June 08, 2024",Saleable Products,Discontinued,34,0,34,$797.28,$0.0,$797.28,Travel Retail,0%
43-624235,607507949295,99038526,"Friday, January 12, 2024",Saleable Products,Discontinued,37,0,37,$3648.58,$0.0,$3648.58,C,0%
43-297101,275259659197,45431319,"Thursday, February 29, 2024",Saleable Products,Global Allocation,6,4,2,$336.16,$224.11,$112.05,Limited Edition,66%
43-146397,180092702123,19233013,"Monday, August 14, 2023",Saleable Products,Discontinued,35,0,35,$383.7,$0.0,$383.7,Limited Edition,0%
43-321493,754648192232,42787299,"Friday, May 24, 2024",Saleable Products,OK,27,27,0,$2306.5,$2306.5,$0.0,Limited Edition,100%
43-416604,496852403351,52436584,"Monday, March 27, 2023",Saleable Products,Automatic Closing,30,28,2,$2527.01,$2358.55,$168.46,Set,93%
43-556550,894370590668,71510041,"Monday, March 27, 2023",Saleable Products,Global Allocation,32,30,2,$2518.47,$2361.06,$157.41,Limited Edition,93%
43-197360,176040557040,75569635,"Friday, October 20, 2023",Saleable Products,Freshness,19,17,2,$1109.88,$993.05,$116.83,C,89%
43-456082,223005401501,77898694,"Monday, June 05, 2023",Saleable Products,No Inventory,22,0,22,$652.53,$0.0,$652.53,Travel Retail,0%
43-502722,894035742189,50181935,"Thursday, September 12, 2024",Saleable Products,Discontinued,21,0,21,$1419.58,$0.0,$1419.58,C,0%
43-785815,267974663989,19233013,"Thursday, November 16, 2023",Saleable Products,No Inventory,5,0,5,$431.59,$0.0,$431.59,Travel Retail,0%
43-288613,481597082643,31172421,"Monday, July 17, 2023",Saleable Products,Global Allocation,21,18,3,$1141.81,$978.7,$163.11,C,85%
43-546390,219883823727,56843172,"Monday, January 23, 2023",Saleable Products,No Inventory,41,0,41,$657.78,$0.0,$657.78,Set,0%
43-258070,570662212985,19233013,"Saturday, February 11, 2023",Saleable Products,Discontinued,20,0,20,$1955.47,$0.0,$1955.47,Travel Retail,0%
43-398806,367469214295,99038526,"Monday, January 30, 2023",Saleable Products,Discontinued,38,0,38,$2694.4,$0.0,$2694.4,Travel Retail,0%
43-426203,101948728483,50264926,"Monday, February 03, 2025",Saleable Products,Global Allocation,31,30,1,$3049.46,$2951.09,$98.37,Set,96%
43-505605,275259659197,77834855,"Friday, September 08, 2023",Saleable Products,OK,37,37,0,$992.69,$992.69,$0.0,Set,100%
43-808074,894370590668,84252420,"Tuesday, April 09, 2024",Saleable Products,Freshness,6,3,3,$169.83,$84.92,$84.91,C,50%
43-961169,390355792387,85563727,"Monday, December 11, 2023",Saleable Products,Discontinued,31,0,31,$590.33,$0.0,$590.33,C,0%
43-604000,850726264460,50264926,"Sunday, March 02, 2025",Saleable Products,OK,47,47,0,$1360.25,$1360.25,$0.0,C,100%
43-136518,933251567391,71367643,"Saturday, September 09, 2023",Saleable Products,Discontinued,43,0,43,$849.28,$0.0,$849.28,Limited Edition,0%
43-373698,643354278056,45431319,"Tuesday, August 06, 2024",Saleable Products,Discontinued,24,0,24,$829.76,$0.0,$829.76,Travel Retail,0%
43-542223,984901132451,24366125,"Sunday, February 09, 2025",Saleable Products,OK,18,18,0,$1120.26,$1120.26,$0.0,Limited Edition,100%
43-288238,274493552068,50603163,"Thursday, July 04, 2024",Saleable Products,Discontinued,29,0,29,$2429.53,$0.0,$2429.53,C,0%
43-271487,254608246768,80993218,"Thursday, August 01, 2024",Saleable Products,Freshness,12,11,1,$224.05,$205.38,$18.67,Set,91%
43-517559,790757033266,48250360,"Saturday, December 14, 2024",Saleable Products,No Inventory,12,0,12,$290.14,$0.0,$290.14,Travel Retail,0%
43-815485,367469214295,45431319,"Friday, June 02, 2023",Saleable Products,Global Allocation,29,28,1,$1046.43,$1010.34,$36.09,Limited Edition,96%
